Name des Unternehmens,Ort,Länderkürzel,NACE code,"Kons.
Code","Anzahl der Mitarbeiter 
Letztes verf. Jahr",Globale KM - Name,Adresse,Postleitzahl,Region,Land,Latitude,Longitude,Country
EPOS ONE (SCHWEIZ) GMBH,ROTKREUZ,CH,6201,LF,1,MR GIOVANNI ZANETTI,"C/O RETO BUECHEL TOP IMMOBILIEN, GRUNDSTRASSE 10",6343,Zug,Schweiz,47.145213,8.430708,Switzerland
ERACRON GMBH,BERNAU,DE,2011,LF,1,,CHIEMSEESTR. 21,83233,"Rosenheim, Landkreis",Deutschland,,,Germany
ERC ENGINEERING XPERTS GMBH,BUCHHOLZ,DE,7112,LF,2,ERC EMISSIONS-REDUZIERUNGS-CONCEPTE GMBH,BÄCKERSTR.,21244,Harburg,Deutschland,53.3535759,9.8687914,Germany
ESWIFT SWISS GMBH,WETTINGEN,CH,4321,LF,1,,KONRADSTRASSE 4D,5430,Aargau,Schweiz,47.4696998,8.3212375,Switzerland
ETERNAL POWER GMBH,HAMBURG,DE,2011,LF,5,ETERNAL POWER GMBH,HAYNSTR. 33,20249,"Hamburg, Freie und Hansestadt",Deutschland,53.5885007,9.9805379,Germany
EWE HYDROGEN GMBH,OLDENBURG,DE,7112,U1,2,EMS-WESER-ELBE VERSORGUNGS- UND ENTSORGUNGSVERBAND,RUMMELWEG 18,26122,Oldenburg,Deutschland,53.1402393,8.1953922,Germany
FAST SIMULATIONS UG (HAFTUNGSBESCHRÄNKT),KULMBACH,DE,7200,LF,1,MR DAVID HARVEY,LORENZ-SANDLER-STR. 13,95326,Kulmbach,Deutschland,50.11739745,11.446052258059604,Germany
FEST GMBH,GOSLAR,DE,2712,U1,87,"Schmidt, Kranz & Co. Gesellschaft mit beschränkter Haftung",HARZBURGER STR. 14,38642,Goslar,Deutschland,51.899511450000006,10.490430184117011,Germany
FIP GREEN ENERGY GMBH,DAMME,DE,4614,LF,1,FIP BETEILIGUNGS GMBH & CO. KG,ROBERT-BOSCH-STR. 20,49401,Vechta,Deutschland,52.510271200000005,8.206276306457937,Germany
FLORESTAN KA HYDROGEN GMBH,WIEN,AT,8290,U1,n.v.,FLORESTAN KA GMBH,TÜRKENSTRAßE 9,1090,Wien,Österreich,48.2171874,16.3616177,Austria
FÖRDER- UND ENTWICKLUNGSGESELLSCHAFT VORPOMMERN-GREIFSWALD MBH,PASEWALK,DE,8413,U1,6,LANDKREIS VORPOMMERN-GREIFSWALD,AM SCHLACHTHOF 6,17309,Vorpommern-Greifswald,Deutschland,53.5087296,14.0113771,Germany
FONDATION E-SANKT MORITZ,ST. MORITZ,CH,9499,LF,4,,VIA SOMPLAZ 1,7500,Graubünden,Schweiz,46.497095,9.8372329,Switzerland
FORESIGHT HYDROGEN HOLDCO GMBH,FRANKFURT,DE,6420,LF,2,FORESIGHT HYDROGEN HOLDCO GMBH,ESCHERSHEIMER LANDSTR. 14,60322,Frankfurt am Main,Deutschland,50.1196642,8.6783518,Germany
FRIESEN ELEKTRA GREEN ENERGY AG,SANDE,DE,7010,LF,1,GRAF MAXIMILIAN VON WEDEL-GOEDENS,SCHLOß GÖDENS,26452,Friesland,Deutschland,53.48536465,7.963790895723662,Germany
FUTURE FUELS & CHEMICALS GMBH,SPREETAL,DE,5229,LF,1,FUTURE FUELS AG,STRAßE 10,02979,Bautzen,Deutschland,51.489375,14.454579,Germany
FUTURE FUELS AG,LUNGERN,CH,5229,LF,1,FUTURE FUELS AG,WICHELMATTE 5,6078,Obwalden,Schweiz,46.784189,8.144174,Switzerland
FUTURE WORLD WATER AG,SCHINDELLEGI,CH,7219,LF,4,,EINSIEDLERSTRASSE 21,8834,Schwyz,Schweiz,47.169641,8.717856,Switzerland
FUTURECAMP HOLDING GMBH,MÜNCHEN,DE,7022,U1,7,FUTURECAMP HOLDING GMBH,ASCHAUER STR. 30,81549,"München, Landeshauptstadt",Deutschland,48.1046585,11.6003208,Germany
G4W-HOLDING GMBH,DRESDEN,DE,7112,LF,31,MR RICHTER THOMAS,KÖNIGSBRÜCKER STR.,01099,Dresden,Deutschland,51.102071,13.77609,Germany
GAIA ENERGY GMBH,HAMBURG,DE,7211,LF,2,C02 D.O.O.,LOTTBEKKOPPELN 19,22395,"Hamburg, Freie und Hansestadt",Deutschland,53.68501975,10.131020479323723,Germany
GAS LINK LUBMIN GMBH,ESSEN,DE,3522,LF,3,RWE AKTIENGESELLSCHAFT,RWE PLATZ 6,45141,Essen,Deutschland,51.4656674,7.0129498,Germany
GEG INTEGRATED SOLUTIONS GMBH,BERLIN,DE,3511,LF,2,MR JOSEF BARR,SCHLÜTERSTR.,10629,Berlin,Deutschland,52.50254,13.316714,Germany
GELBE UG (HAFTUNGSBESCHRÄNKT),ECKENTAL,DE,8220,LF,1,MR DIETMAR GELBE,SANDSTR. 8,90542,Erlangen-Höchstadt,Deutschland,49.589608,11.2184189,Germany
GEMEINDEWERKE BIRKENFELD,BIRKENFELD,DE,3600,LF,1,,MARKTPLATZ 6,75217,Enzkreis,Deutschland,48.8694567,8.636032657959401,Germany
GEOSOLERGY UG (HAFTUNGSBESCHRÄNKT),MEDEBACH,DE,8299,LF,1,MR CHRISTOPH ORTWIG,AM WEDDEL 18,59964,Hochsauerlandkreis,Deutschland,51.2070439,8.7033525,Germany
GERMAN LNG TERMINAL GMBH,BRUNSBÜTTEL,DE,9609,LF,9,,ELBEHAFEN,25541,Dithmarschen,Deutschland,53.8902473,9.1717802,Germany
GETEC GREEN H2 ZERBST GMBH,ZERBST,DE,2011,LF,1,GETEC ENERGIE HOLDING GMBH,DESSAUER STR. 76,39261,Anhalt-Bitterfeld,Deutschland,51.9602612,12.0922616,Germany
GF HYDROGEN EUROPE GMBH,FRANKFURT,DE,4719,LF,1,SHANGHAI GUOFU HYDROGEN ENERGY EQUIPMENT YOUXIAN GONGSI,BRÜSSELER STR.,60327,Frankfurt am Main,Deutschland,50.110049,8.653031,Germany
GH2 GREEN HYDROGEN GMBH,HÜNSTETTEN,DE,7211,LF,1,MR GERD SCHOENHARTING,RABENWEG 16,65510,Rheingau-Taunus,Deutschland,50.2641375,8.229561195345156,Germany
GKN HYDROGEN GMBH,BONN,DE,7490,LF,4,MELROSE INDUSTRIES PLC,PENNEFELDSWEG 11- 15,53177,Bonn,Deutschland,50.67028,7.174196,Germany
GLOBAL TRANSACTION CENTER GMBH,MONTABAUR,DE,4719,LF,1,DONGFU KAHRS,VORDERER REBSTOCK 8,56410,Westerwaldkreis,Deutschland,50.4374915,7.8304867012102,Germany
GP JOULE HYDROGEN HOLDING GMBH & CO. KG,REUßENKÖGE,DE,2790,U1,2,GP JOULE HOLDING GMBH & CO. KG,CECILIENKOOG 16,25821,Nordfriesland,Deutschland,54.585727,8.9227787,Germany
GP WIND GMBH,HANNOVER,DE,3511,LF,1,,ANDERTER STR. 99 D,30559,Hannover,Deutschland,52.3746889,9.8674688,Germany
GPECOENERGY AG,ZUG,CH,2790,LF,4,,BAARERSTRASSE 19,6300,Zug,Schweiz,47.1722651,8.5161479,Switzerland
GRAFORCE HYDROCARB GMBH,BERLIN,DE,2011,U1,n.v.,GRAFORCE GMBH,JOHANN-HITTORF-STR. 8,12489,Berlin,Deutschland,52.4313258,13.523673,Germany
GREEN ENERGY FOR YOU ERWS GMBH,BAD GRIESBACH,DE,2711,LF,1,MRS CLAUDIA SUMMERER,DORFSTR. 9,94086,"Passau, Landkreis",Deutschland,,,Germany
GREEN ENERGY ORIGIN GERMANY GMBH C/O EVERSHEDS SUTHERLAND (GERMANY) RECHTSANWÄLTE STEUERBERATER SOLICITORS PARTG MBB,FRANKFURT,DE,9609,LF,1,,MAINZER LANDSTR. 18,60325,Frankfurt am Main,Deutschland,50.11212,8.666521,Germany
GREEN H2 GMBH,ASCHHEIM,DE,7022,LF,2,MR FRANZ HAUK,EINSTEINRING 43,85609,"München, Landkreis",Deutschland,48.146874,11.686041,Germany
GREEN H2 GMBH & COKG,SIERNING,AT,8299,U1,n.v.,MR REINHOLD BAUMSCHLAGER,NEUSTRAßE 29,4522,Oberösterreich,Österreich,48.04093035,14.30564691681484,Austria
GREEN HYDROGEN ESSLINGEN GMBH,ESSLINGEN,DE,3512,LF,1,MR FLORIAN HENLE,ABT-FULRAD-STR. 3- 5,73728,"München, Landeshauptstadt",Deutschland,48.7422029,9.305202012328078,Germany
GREEN HYDROGEN GROUP AG,FELDBACH,CH,7219,LF,1,,ALTE LANDSTRASSE 3,8714,Zürich,Schweiz,47.23777,8.781766,Switzerland
GREEN HYDROGEN TECHNOLOGY GMBH,AUGSBURG,DE,2825,LF,14,MR HARALD MAYER,KOBLENZER STR. 2,86156,Unterallgäu,Deutschland,48.4091506,10.8595019,Germany
GREEN SOLUTIONS RÜGEN GMBH,GINGST,DE,3512,LF,4,ZU INNHAUSEN UND KNYPHAUSEN ALVO GRAF,KLUISER DREIECK 1,18569,Vorpommern-Rügen,Deutschland,54.4664717,13.29402099470536,Germany
GREEN VENTURE INVEST AG,SCHMERIKON,CH,7219,LF,4,,ROSENGARTENSTRASSE 22,8716,St. Gallen,Schweiz,47.22867,8.957541,Switzerland
GREEN2ENERGY AG,JONA,CH,3832,LF,4,,ENGELHÖLZLISTRASSE 21,8645,St. Gallen,Schweiz,47.24858,8.832306,Switzerland
GREENAGE AG,DREIEICH,DE,6619,U1,2,CHES IT SERVICE GMBH,HEINRICH-HERTZ-STR. 3,63303,"Offenbach, Landkreis",Deutschland,50.008437,8.690769,Germany
GREENH2 AG,BIRSFELDEN,CH,7112,LF,35,KANTON BASEL-STADT,"C/O KRAFTWERK BIRSFELDEN AG, HOFSTRASSE 82",4127,Basel-Country,Schweiz,47.559342,7.626854,Switzerland
GREENPOWER EUROPE AG,BAYREUTH,DE,2611,LF,1,GREENPOWER EUROPE AG,NIBELUNGENSTR. 32,95444,Bayreuth,Deutschland,49.9542257,11.577963675182882,Germany
GROUPE CURIE AG,WINTERTHUR,CH,7112,LF,1,MR ANTOINE PARRELLA,PFLANZSCHULSTRASSE 3,8400,Zürich,Schweiz,47.4943149,8.7407208,Switzerland
GRÜNHAUS IMMOBILIENVERWALTUNG & DIENSTLEISTUNGS GMBH,CHEMNITZ,DE,8110,U1,n.v.,,SAYDAER STR. 21,09125,"Chemnitz, Stadt",Deutschland,50.7983438,12.9374876,Germany
GSH2 - VERWALTUNGS - UND BETEILIGUNGSGESELLSCHAFT MBH GRAFSCHAFT BENTHEIM,NORDHORN,DE,7010,LF,1,,OTTO-HAHN-STR. 1,48529,"Bentheim, Grafschaft",Deutschland,52.408257,7.085229,Germany
GUTTROFF GASE & INDUSTRIEBEDARF GMBH,PÖßNECK,DE,3521,U1,21,MR GEORG GUTTROFF,NAßÄCKERSTR.,07381,Saale-Orla,Deutschland,50.69656,11.619237,Germany
H NEXT ENGINEERED MOBILITY GMBH,SCHWANAU,DE,3099,LF,5,MR MARTIN HERRENKNECHT,SCHLEHENWEG 2,77963,Ortenaukreis,Deutschland,48.3592742,7.7751496,Germany
H.I.A.T. GGMBH,SCHWERIN,DE,7219,U1,9,MR TINO FREIHEIT,HAGENOWER STR. 73,19061,Schwerin,Deutschland,53.6010948,11.4182505,Germany
H2 CORE SERVICES GMBH,HEIDE,DE,7112,U1,3,MR ULF JOERGENSEN,RÜSDORFER STR.,25746,Dithmarschen,Deutschland,54.1910187,9.1076273,Germany
H2 CORE SYSTEMS GMBH,HEIDE,DE,2899,U1,n.v.,MR WILHELM ZOURS,RÜSDORFER STR.,25746,Dithmarschen,Deutschland,54.1910187,9.1076273,Germany
H2 DELIVERY TRUCK POOL GMBH & CO. KG,MAGDEBURG,DE,2011,LF,1,MR LUDGER HELLENTHAL,GLINDENBERGER WEG 5,39126,Magdeburg,Deutschland,52.2068365,11.6765757,Germany
H2 ENERGY URI AG,SILENEN,CH,2720,LF,4,,"C/O R+R IMMOBILIEN AG, EFIBACH 38",6473,Uri,Schweiz,46.798568,8.669392,Switzerland
H2 GO GMBH,HAMBURG,DE,2011,NRLF,1,MR MARCO SCHMIDT,AM KAISERKAI 69,20457,"Hamburg, Freie und Hansestadt",Deutschland,53.540821,9.9859471,Germany
H2 GREEN POWER & LOGISTICS GMBH,MÜNSTER,DE,5229,LF,2,MR LUDGER HELLENTHAL,ROXELER STR. 394 A,48161,Münster,Deutschland,51.956115,7.573622,Germany
H2 GREEN POWER KG,LANGEN,DE,4221,LF,1,,GOETHESTR. 66,63225,"Offenbach, Landkreis",Deutschland,49.9853239,8.661152792334741,Germany
H2 GWI DACHWIG GMBH & CO. KG,GROß PANKOW,DE,2011,LF,1,GREEN WIND INVEST GMBH,STEINDAMM 21,16928,Prignitz,Deutschland,53.1191077,12.051391386914702,Germany
H2 MOBILITY DEUTSCHLAND GMBH & CO. KG,BERLIN,DE,4730,U1,50,"L'AIR LIQUIDE, SOCIÉTÉ ANONYME POUR L'ÉTUDE ET L'EXPLOITATION DES PROCÉDÉS GEORGES CLAUDE",EUREF-CAMPUS 10-11,10829,Berlin,Deutschland,52.4824069,13.3567793,Germany
H2 MOBILITY DEUTSCHLAND VERWALTUNGS GMBH,BERLIN,DE,7010,LF,3,"L'AIR LIQUIDE, SOCIÉTÉ ANONYME POUR L'ÉTUDE ET L'EXPLOITATION DES PROCÉDÉS GEORGES CLAUDE",EUREF-CAMPUS 10-11,10829,Berlin,Deutschland,52.4824069,13.3567793,Germany
H2 NOW GMBH,BERLIN,DE,2011,LF,2,,KURFÜRSTENDAMM,10719,Berlin,Deutschland,52.503616,13.32865,Germany
H2 PROJEKTENTWICKLUNGSGESELLSCHAFT MBH,RHEINBERG,DE,7211,LF,2,,ORSOYER STR. 8,47495,Wesel,Deutschland,51.54487515,6.603464410387545,Germany
H2 SOLAR - WASSERSTOFFTECHNOLOGIE GMBH,BERLIN,DE,2790,U1,2,,BISMARCKSTR. 10,14109,Berlin,Deutschland,52.418178,13.170547,Germany
H2 SÜD E.V.,MÜNCHEN,DE,9499,LF,1,,KAFLERSTR. 4,81241,"München, Landeshauptstadt",Deutschland,48.1495691,11.460309,Germany
H2 WIND FLUMM GMBH & CO. KG,GROßEFEHN,DE,3511,LF,2,,POSTWEG 6,26629,Aurich,Deutschland,53.37290495,7.616251292249792,Germany
H2CLOUD GMBH,OLDENBURG,DE,6201,U1,n.v.,MR PETER RUEGGE,HEILIGENGEISTHÖFE,26121,Oldenburg,Deutschland,53.1446805,8.2119744,Germany
H2ENERGY SOLUTIONS GMBH,BRÜHL,DE,3511,LF,1,H2ENERGY SOLUTIONS HOLDING GMBH,BAVINGANSTR. 12,50321,Rhein-Erft-Kreis,Deutschland,50.80742815,6.896774799999999,Germany
H2-GREENFORCE DEUTSCHLAND GMBH,FRANKFURT,DE,3511,LF,2,H2-GREENFORCE LLC,TILSITER STR. 1,60487,Frankfurt am Main,Deutschland,50.1293342,8.627914,Germany
H2-GREENFORCE NEUENKIRCHEN GMBH,NEUENKIRCHEN,DE,3511,LF,2,H2-GREENFORCE LLC,ROTE ERDE 7,48485,Steinfurt,Deutschland,52.2051884,7.4179694,Germany
H2-HUB SCHWEIZ,BASEL,CH,9499,LF,4,,"C/O HANDELSKAMMER BEIDER BASEL, ST. JAKOBS-STRASSE 25",4052,Basel-City,Schweiz,47.5499551,7.5968023,Switzerland
H2PERFORM GMBH,GRÖMITZ,DE,7022,LF,1,MR JULIUS BASLER-MEIER,HOF KÖRNICK,23743,Ostholstein,Deutschland,54.14577375,10.929221798557688,Germany
H2PLAS GMBH,BERLIN,DE,2011,LF,2,MR THOMAS RYLL,MARKOMANNENSTR. 73,12524,Berlin,Deutschland,52.410723,13.546849,Germany
H2-PROGRESS UG (HAFTUNGSBESCHRÄNKT),REKEN,DE,8299,LF,1,MR GERD BUSSMANN,INDUSTRIESTR. 5 A,48734,Borken,Deutschland,51.807758,7.049015,Germany
H2RANGE GMBH,AACHEN,DE,7200,U1,1,,BOHR 12,52072,Städteregion Aachen,Deutschland,50.8282901,6.0238519,Germany
H2-SPHERE GMBH,KONSTANZ,DE,2011,LF,4,MR BERNHARD DOLD,HÖRIBLICK,78467,Konstanz,Deutschland,47.68879075,9.149356856635023,Germany
H2SUSTAIN UG (HAFTUNGSBESCHRÄNKT),HAMM,DE,7490,LF,1,,BRANDENBURGER STR. 24,59067,Hamm,Deutschland,51.667013,7.784871,Germany
H2URI AG,ALTDORF UR,CH,2011,LF,15,EWA-ENERGIEURI AG,"C/O EWA-ENERGIEURI AG, HERRENGASSE 1",6460,Uri,Schweiz,46.882654,8.640117,Switzerland
HAMBURG GREEN HYDROGEN GMBH & CO. KG,HAMBURG,DE,3511,LF,2,"FLAVEO IV GREEN ENERGY S.C.S., SICAV-RAIF",MOORBURGER SCHANZE 2,21079,"Hamburg, Freie und Hansestadt",Deutschland,53.487492,9.949587,Germany
HAZWEI 1. BETEILIGUNGSGESELLSCHAFT MBH,HANNOVER,DE,3511,LF,1,E.ON SE,GEORGSTR. 56,30159,Hannover,Deutschland,52.3711185,9.7411441,Germany
HAZWEI 2. BETEILIGUNGSGESELLSCHAFT MBH,HANNOVER,DE,3511,U1,n.v.,E.ON SE,GEORGSTR. 56,30159,Hannover,Deutschland,52.3711185,9.7411441,Germany
HAZWEI 3. BETEILIGUNGSGESELLSCHAFT MBH,HANNOVER,DE,2011,U1,n.v.,E.ON SE,GEORGSTR. 56,30159,Hannover,Deutschland,52.3711185,9.7411441,Germany
HDF ENERGY DEUTSCHLAND GMBH,BERLIN,DE,2011,LF,1,MR DAMIEN HAVARD,WALLSTR. 9,10179,Berlin,Deutschland,52.5111659,13.4042824,Germany
HEE TECHNOLOGIES GMBH,KÖLN,DE,2790,LF,6,,AM WASSERMANN 28 A,50829,Köln,Deutschland,50.950375,6.875176,Germany
HEMTRON GMBH,HAMBURG,DE,2011,LF,3,OILINVEST (NETHERLANDS) B.V.,ALSTERUFER 5,20354,"Hamburg, Freie und Hansestadt",Deutschland,53.560131,9.995724,Germany
HET HOCHLEISTUNGS- EISENBAHN- UND TRANSPORTTECHNIK ENTWICKLUNGS-GMBH,NEUMARKT AM WALLERSEE,AT,7112,U1,n.v.,MR JOHANN HARTL,EISENHUTSTRAßE 3,5202,Salzburg,Österreich,47.9382374,13.2337135,Austria
HH2E WERK LUBMIN GMBH,LUBMIN,DE,2011,LF,2,FORESIGHT HYDROGEN HOLDCO GMBH,SÜDRING,17509,Vorpommern-Greifswald,Deutschland,,,Germany
HHYDROBIS AG,GLÜCKSBURG,DE,4669,LF,3,,GILDESTR. 2 /4,24960,Schleswig-Flensburg,Deutschland,54.82860035,9.536381162539149,Germany
HI ENERGY AG,ZUG,CH,7740,LF,4,,"C/O AFL TREUHAND- UND REVISIONS AG, GARTENSTRASSE 2",6302,Zug,Schweiz,47.170196,8.515242,Switzerland
HIF EMEA GMBH,BERLIN,DE,2011,LF,18,HIF GLOBAL LLC,LENNESTR. 3,10785,Berlin,Deutschland,52.5118779,13.376104,Germany
HITACHI ZOSEN INOVA ETOGAS GMBH,ZEVEN,DE,2011,LF,2,日立造船株式会社,LUDWIG-ELSBETT-STR. 1,27404,Rotenburg,Deutschland,53.2728772,9.3046568,Germany
HITES HOLDING GMBH,SULZBACH-ROSENBERG,DE,2011,LF,3,,AN DER MAXHÜTTE,92237,Amberg-Sulzbach,Deutschland,49.48554445,11.760332061277492,Germany
HOPHYDRO GMBH,REGENSBURG,DE,7112,U1,n.v.,HOPSOL AG,AGNES-PÜTREICH-STR.,93053,Regensburg,Deutschland,49.0090593,12.1226737,Germany
HPS HOME POWER SOLUTIONS AG,BERLIN,DE,4614,U1,192,,CARL-SCHEELE-STR. 16,12489,Berlin,Deutschland,52.4298168,13.5243869,Germany
HY2B WASSERSTOFF GMBH,GRASBRUNN,DE,2011,LF,2,,HAUPTSTR. 8 B,85630,"München, Landkreis",Deutschland,48.0583996,11.7723543,Germany
HY2CHARGE GMBH,BERLIN,DE,5229,LF,1,,ZUM HECKESHORN 42 K,14109,Berlin,Deutschland,52.430876,13.163302,Germany
HY2GEN DEUTSCHLAND GMBH,WIESBADEN,DE,2011,LF,1,HY2GEN AG,KLINGHOLZSTR. 7,65189,Wiesbaden,Deutschland,50.0698676,8.2421531,Germany
HY2GEN NAUTILUS GMBH,FRIESOYTHE,DE,2011,LF,1,HY2GEN AG,MOORSTR. 15,26169,Niedersachsen,Deutschland,53.0192152,7.8572491,Germany
HY2SERV GMBH,DIEBURG,DE,4675,LF,1,MR CHRISTIAN WINZENHOELER,AUBERGENVILLER ALLEE 65,64807,Darmstadt-Dieburg,Deutschland,49.89536565,8.8200803145055,Germany
HYCENTA RESEARCH GMBH,GRAZ,AT,3312,U1,36,,INFFELDGASSE 15,8010,Steiermark,Österreich,47.0587166,15.463857800000005,Austria
HYCOLOGNE - WASSERSTOFF REGION RHEINLAND E.V.,HÜRTH,DE,9499,NRLF,2,,GOLDENBERGSTR. 2,50354,Rhein-Erft-Kreis,Deutschland,50.863565,6.846226,Germany
HYCON ENERGY-SYSTEMS GMBH,PADERBORN,DE,9609,LF,3,MR JOERG HILLEBRAND,HATHUMARSTR. 16,33098,Paderborn,Deutschland,51.7217699,8.7550849,Germany
HYDROFY GMBH,WIEN,AT,6200,U1,n.v.,MR MATTHIAS MUELLNER,LIECHTENSTEINSTRAßE 111 -115,1090,Wien,Österreich,48.2284121,16.3559374,Austria
HYDROGEN COMPETENCE CENAU GMBH,KLOSTERNEUBURG,AT,8299,LF,1,MR CHRISTIAN FERRARI,LESSINGGASSE 5 /22,3400,Niederösterreich,Österreich,48.3059,16.305222,Austria
HYDROGEN GRUBER SCHMIDT GMBH,HEILIGENKREUZ IM LAFNITZTAL,AT,8299,LF,2,MR JOHANN GRUBER-SCHMIDT,NEUHEILIGENKREUZER STRAßE 7,7561,Burgenland,Österreich,46.961992,16.272409,Austria
HYDROGEN HÖFE FREIENBACH AG,FREIENBACH,CH,2829,LF,15,,"C/O EW HOEFE AG, SCHWERZISTRASSE 37",8807,Schwyz,Schweiz,47.199769,8.755407,Switzerland
HYDROGEN NOW GMBH,LAUF,DE,4674,LF,2,,WEIGMANNSTR. 26,91207,Nürnberger Land,Deutschland,49.5077333,11.28684995,Germany
HYDROGEN POWER STORAGE & SOLUTIONS EAST GERMANY E.V.,HALLE,DE,9499,LF,8,,HEINRICH-DAMEROW-STR. 3,06120,Halle (Saale),Deutschland,51.49368825,11.93804413241206,Germany
HYDROGEN RISE AG,MÜNCHEN,DE,7490,LF,2,HYDROGEN RISE AG,NYMPHENBURGER STR. 3,80335,"München, Landeshauptstadt",Deutschland,48.1476499,11.5576329,Germany
HYDROGEN ZERO AG,BASEL,CH,7211,LF,15,,ANGENSTEINERSTRASSE 21,4052,Basel-City,Schweiz,47.5494411,7.6038181,Switzerland
HYDRO-GENERATION GMBH,RHEINE,DE,7112,LF,3,,DAIMLERSTR. 2,48432,Steinfurt,Deutschland,52.3184431,7.434064,Germany
HYDROHOLDING MANAGEMENT GMBH,HAINBURG AN DER DONAU,AT,4719,LF,1,MR PETER ROTH,DONAULÄNDE,2410,Niederösterreich,Österreich,48.151111,16.945002,Austria
HYDROSOLID GMBH,WILHELMSBURG,AT,4666,U1,3,,SIEDLERSTRAßE 31,3150,Niederösterreich,Österreich,48.095196,15.596567,Austria
HYDRO-SOURCE LAUSITZ GMBH,COTTBUS,DE,7219,LF,1,MRS URSULA MOELLER,EWALD-HAASE-STR. 18,03044,Cottbus,Deutschland,51.76563,14.336203,Germany
HYDROSPIDER AG,NIEDERGÖSGEN,CH,2014,LF,4,,WERKSTRASSE 63,5013,Solothurn,Schweiz,47.368838,7.979456,Switzerland
HYDRUI GMBH,FRANKFURT,DE,7022,LF,1,MR ZHANG YAO,BIRNBAUMSMÜHLE,15234,Frankfurt (Oder),Deutschland,52.3489926,14.501240990640342,Germany
HYFINDR GMBH,STUTTGART,DE,6312,LF,2,,EPPLESTR. 5 A,70597,Stuttgart,Deutschland,48.7485115,9.1700016,Germany
HYFUTURE GMBH,LANDSHUT,DE,2011,LF,7,,AM MITTERFELD 20,84028,Landshut,Deutschland,48.53709325,12.17961745,Germany
HYGENOX GMBH,MÜNCHEN,DE,2011,LF,2,RW FINANCIAL LIMITED,SCHRENKSTR. 7,80339,Bayern,Deutschland,48.1389543,11.5416971,Germany
HYG-NATURE GMBH,GALGENEN,CH,7490,LF,1,MRS CAROLA KEMMER,MARTINSTRASSE 4,8854,Schwyz,Schweiz,47.1817002,8.8745777,Switzerland
HYNAMICS DEUTSCHLAND GMBH,BERLIN,DE,2011,LF,20,GOVERNMENT OF FRANCE,FRIEDRICHSTR. 94,10117,Berlin,Deutschland,52.5190732,13.3887972,Germany
HYSOLUTIONS GMBH,HAMBURG,DE,7219,U1,14,BUNDESREPUBLIK DEUTSCHLAND,BURCHARDSTR. 19 /21,20095,"Hamburg, Freie und Hansestadt",Deutschland,53.5492119,9.999661474378678,Germany
HYTING GMBH,WIESBADEN,DE,2011,LF,3,MR TIM HANNIG,GALILEISTR. 4 A,65193,Wiesbaden,Deutschland,50.09235375,8.230233171579961,Germany
HYTRIB CORPORATION GMBH,FREIBURG,DE,3500,LF,1,MR VIACHESLAV KHOVANSKIY,HIRSCHMATTENSTR. 1,79111,Freiburg im Breisgau,Deutschland,48.000425,7.7892043,Germany
HY-X INTERNATIONAL HYDROGEN AND HIGH VOLTAGE COMPETENCE CENTER GMBH,DÜREN,DE,7200,LF,1,HONGWEI XIONG,HANS-BRÜCKMANN-STR.,52351,Düren,Deutschland,50.806952,6.485741,Germany
IBERDROLA STROM GMBH,BERLIN,DE,3511,LF,2,"IBERDROLA, SOCIEDAD ANONIMA",CHARLOTTENSTR. 63,10117,Berlin,Deutschland,52.511521,13.3915077,Germany
ICEBERG.ENGINEERING GMBH,AUE,DE,7112,LF,4,MR STEFAN GNICHTEL,ZSCHORLAUER STR. 56,08280,Erzgebirgskreis,Deutschland,50.585006,12.677126,Germany
ICEBERG.HYDROGEN GMBH,AUE-BAD SCHLEMA,DE,7112,LF,1,MR STEFAN GNICHTEL,ZSCHORLAUER STR. 56,08280,Sachsen,Deutschland,50.585006,12.677126,Germany
IDROGEN ENGIADINAIS SA,SAMEDAN,CH,2014,LF,4,,SAN BASTIAUN 55,7503,Graubünden,Schweiz,46.529398,9.867608,Switzerland
IGNIS ENERGY GERMANY GMBH,MÜNCHEN,DE,3511,LF,1,MR ANTONIO ARTURO SIEIRA MUCIENTES,MAXIMILIANSPLATZ 17,80333,"München, Landeshauptstadt",Deutschland,48.1417248,11.5719512,Germany
IHT INTERNATIONAL HYDROGEN TECHNOLOGIES AG,OBERRIET SG,CH,7120,LF,4,,STAATSSTRASSE 44,9463,St. Gallen,Schweiz,47.314854,9.563574,Switzerland
INTERNEXCO GMBH,ZUG,CH,4669,LF,4,Правительство Российской Федерации,DAMMSTRASSE 19,6300,Zug,Schweiz,47.176364,8.514371,Switzerland
IPT GMBH,NEUSS,DE,3511,LF,1,MR MOHAMMADREZA TALEBINASAB,BÜDERICHER STR.,41460,Neuss,Deutschland,51.21634985,6.690213073637392,Germany
ISM VERWALTUNGS- UND BETEILIGUNGS II GMBH,BITTERFELD-WOLFEN,DE,6420,LF,1,MR TOBIAS SCHMIDT,RÖHRENSTR.,06749,Anhalt-Bitterfeld,Deutschland,51.621997,12.326553,Germany
JÄGER TECHNOLOGY CONSULTING GMBH,ZUSAMALTHEIM,DE,7022,LF,1,MR HUBERT JAEGER,LEHBERGRING 19,86637,Günzburg,Deutschland,,,Germany
JAG HYDROGEN GMBH,BURGWEDEL,DE,7200,LF,2,,NEUWARMBÜCHENER STR.,30938,Hannover,Deutschland,52.492716,9.899124,Germany
